id,overall,name,position,age,team,nation
30,5170,Garry Richards,IV,19,Colchester Untied,England
1,5168,Christian Seewald,ZDMZM,19,FC Wacker Tirol,Österreich
2,5168,Sven Hartwig,RMRZMRFL,20,Rot-Weiss Erfurt,Deutschland
3,5172,Orlando,STMS,23,SC Charleroi,Brasilien
4,5161,Manuel Coppola,LZMLAVLM,22,Salernitana,Italien
5,5180,Andrea Ciotti,IVRIVRAV,19,Ascoli Calcio 1898,Italien
6,5165,Sanibal Oharovac,MSRALA,25,Vitória Guimarπes,Serbien
7,5168,Thomas Backman,IVRV,24,D. Stockholm,Schweden
8,5161,Moso,TW,26,Pontevedra,Spanien
9,5163,Massimo Lo Monaco,RIVRVIV,24,Catania,Italien
10,5187,Ciro Polito,TW,25,Catania,Italien
11,5170,Uemit Ertural,ZMZDM,19,RW Oberhausen,Türkei
12,5172,Muhammed Akar,ZM,17,Viking FK,Norwegen
13,5186,Ian Campbell,IV,19,Dunfermline,Schottland
14,5187,Massimo Ganci,ST,22,Reggina Calcio,Italien
15,5185,Vincenzo Santoruvo,STLAST,26,AS Bari,Italien
16,5170,Brian Roberts,IVRVLV,22,Kansas City Wizards,USA
17,5174,Elias,ZM,23,Estoril Praia,Brasilien
18,5172,Alessandro Teodorani,ROMRZOM,31,Arezzo,Italien
19,5176,Dominique Longo,LM,21,FC St. Gallen,Schweiz
20,5168,Christoph Saurer,LZM,19,Austria Magna,Österreich
21,5175,Fabien Bassi,ZOMRM,21,Neuchatel Xamax FC,Schweiz
22,5175,Jérôme Sonnerat,LM,19,SCO Angers,Frankreich
23,5165,Matteo Sala,STRSLS,19,Firenze,Italien
24,5175,Robert Gerber,STLSLA,21,Erzgebirge Aue,Deutschland
25,5162,Jory ten Brinke,IVRV,19,De Graafschap,Niederlande
26,5169,Joël Tchami,ST,22,Stade Laval,Kamerun
27,5180,Graham Fyfe,LM,22,Cheltenham Town,Schottland
28,5170,Christian Valdez,ZMLFL,20,Atlas,Mexiko
29,5170,Sébastien Heitzmann,ST,25,Dijon Football Côte-d'Or,Frankreich
30,5165,Olivier Bogaczyk,ST,28,Stade Brestois 29,Frankreich
1,5168,William Massot,LIV,27,Stade Brestois 29,Frankreich
2,5166,Allann Petitjean,MSST,30,Stade de Reims,Frankreich
3,5161,Gustavo Campagnuolo,TW,31,Tigres (Mexico),Argentinien
4,5170,Claude Dambury,ZMZDM,33,Stade de Reims,Frankreich
5,5168,Ludovic Leroy,IV,29,Stade de Reims,Frankreich
6,5165,Alexandre Barbier,IV,25,Stade de Reims,Frankreich
7,5165,Marco Antonio Capetillo,ZMRFLMS,28,Necaxa,Mexiko
8,5177,Roberto Carlos Castro,TW,24,Atlas,Mexiko
9,5170,Jesús Gutiérrez,RVIV,29,Jaguares de Chiapas,Mexiko
10,5169,Danny Jackman,LVLAVLFL,21,Stockport County,England
11,5170,José Gerardo Espinoza,ZMRMIV,26,Atlante,Mexiko
12,5172,Gary Greenhill,ZM,19,Dunfermline,Schottland
13,5177,Keiran McGuire,ZM,18,Dunfermline,Schottland
14,5177,Allan Walker,IV,18,Livingston,Schottland
15,5161,Lee C. Y.,MS,16,FC Seoul,"Korea, Republik"
16,5161,Jo S. W.,MSST,20,Chunnam Dragons,"Korea, Republik"
17,5171,Fotis Gouziotis,IV,29,Paniliakos,Griechenland
18,5170,Jordan Cila,ZMZOMMS,22,Colorado Rapids,USA
19,5180,Hong J. W.,RM,25,Puchon SK,"Korea, Republik"
20,5170,Thomas Curle,ZOMST,17,Mansfield Town,England
21,5170,Chris Hughes,IV,20,FC Darlington,England
22,5166,Gareth Evans,ZM,23,FC Blackpool,England
23,5165,Martin Krenn,TW,23,VfB Admira,Österreich
24,5178,Kasper Lorentzen,MSLMZOM,18,Brondby IF,Dänemark
25,5165,Thomas Kortegaard,ZOMLM,20,Aalborg BK,Dänemark
26,5179,Johan van Rumst,RM,26,KV Oostende,Belgien
27,5181,Lars Wallaeys,RV,22,KV Oostende,Belgien
28,5161,Jens Berthel Askou,IV,22,Silkeborg,Dänemark
29,5161,Morten Lauritsen,ZM,26,Randers,Dänemark
30,5161,Rene Carlsen,LAVLM,25,Randers,Dänemark
1,5161,Michael Larsen,IV,21,Odense BK,Dänemark
2,5161,Kris Stadsgaard,IV,19,FC Nordsjælland,Dänemark
3,5162,Thomas Møller Madsen,ZDM,20,FC Nordsjælland,Dänemark
4,5180,Luke Rodgers,STRFL,22,Shrewsbury,England
5,5161,Ryan Lowe,STLFL,26,Shrewsbury,England
6,5191,Carlo Cherubini,LMLAVLV,27,Vicenza Calcio,Italien
7,5173,Paul Beekmans,ZM,22,FC Den Bosch,Niederlande
8,5166,Bernardo V.,ST,25,Uniπo Leiria,Portugal
9,5161,Igor,STMS,24,Vitória Futebol Clube,Brasilien
10,5170,N'Gassam Falemi,ZDMRDMIV,30,Kamerun,Ghana
11,5161,Cristo,STMS,25,Club Deportivo Tenerife S.A.D.,Spanien
12,5162,Juanito,MSST,34,Racing Ferrol,Spanien
13,5161,Asier Salcedo,ZMZOM,24,Pontevedra,Spanien
14,5161,Padín,ZOMRM,29,Pontevedra,Spanien
15,5163,Gorka Soria,ZOMZM,28,Racing Ferrol,Spanien
16,5161,Nakor,ST,26,UE Lleida,Spanien
17,5163,Daniel Senn,RMRA,21,Schaffhausen,Schweiz
18,5175,Javier Llorente,LV,22,Schaffhausen,Spanien
19,5161,Billy Berntsson,RM,20,Herfolge BK,Schweden
20,5172,Sven Lintjens,ZMZOMST,28,Rot-Weiss Essen,Deutschland
21,5181,Michael Kightly,ZOM,18,Southend United,England
22,5178,Pablo Campos,IVRIVLIV,24,Cruz Azul,Mexiko
23,5172,Tom Kennedy,LVLAV,19,FC Bury,England
24,5161,Andrew Nicholas,IVLV,20,Swindon Town,England
25,5162,André Pinto,STMS,25,CD Nacional Funchal,Brasilien
26,5161,Marcos António,IVLVRV,27,Gil Vicente,Brasilien
27,5161,Ferreira,RVLVIV,21,CS Marítimo,Brasilien
28,5161,Otacílio,LDMZDMRZDM,31,Uniπo Leiria,Brasilien
29,5175,Guirane N'Daw,ZM,20,FC Sochaux,Senegal
30,5161,Jesper Jørgensen,ZM,20,Esbjerg FB,Dänemark
1,5185,Jérôme Pérez,RV,22,US Creteil,Frankreich
2,5162,Jordan Lotties,RMRAVRV,20,Clermont Foot Auvergne,Frankreich
3,5173,Robert Lechleiter,ST,24,SpVgg Unterhaching,Deutschland
4,5161,Andrea Pisanu,ST,22,AC Parma,Italien
5,5182,Simone Motta,ST,24,AS Bari,Italien
6,5171,Stefan Kießling,STMSLA,20,1.FC Nürnberg,Deutschland
7,5178,Dominik Reinhardt,IVRVRIV,19,1.FC Nürnberg,Deutschland
8,5161,Ernst Öbster,STMS,20,Austria Salzburg,Österreich
9,5164,Eldridge Rojer,STMS,20,Vitesse Arnheim,Curaçao
10,5166,Cristian Omar Lupidio,LIVLV,28,UD Salamanca,Argentinien
11,5164,Moisés,STMS,33,Elche,Spanien
12,5161,Heinz Lienhart,TW,25,Liebherr GAK,Österreich
13,5163,Frank Berger,ZMZDMLM,26,Erzgebirge Aue,Deutschland
14,5186,Patrick Milchraum,RAVLAVRIV,20,TSV 1860 München,Deutschland
15,5161,Jan Frederiksen,LVLM,22,FC Midtjylland,Dänemark
16,5161,Jacobo Campos,LMLFL,23,UD Salamanca,Spanien
17,5186,Roberto Hilbert,STLSRS,19,Greuther Fürth,Deutschland
18,5161,Karsten Jensen,ST,27,Herfolge BK,Dänemark
19,5169,Yilmaz Örtülü,RALAST,24,1.FC Saarbrücken,Deutschland
20,5166,Emil Noll,LZDMLDMLM,25,Alemannia Aachen,Deutschland
21,5171,Daniel Coid,LVIVLAV,23,FC Blackpool,England
22,5171,Stephen Thomas,ZM,25,FC Darlington,Wales
23,5165,Olivier Enjolras,TW,32,Clermont Foot Auvergne,Frankreich
24,5171,Guillaume Benon,IV,29,Dijon Football Côte-d'Or,Frankreich
25,5163,Olivier Guégan,RZDMZMRM,32,Stade Brestois 29,Frankreich
26,5168,Samuel Neva,IV,23,Le Havre,Frankreich
27,5162,Ousmane Bangoura,ROMMS,24,SC Charleroi,Guinea
28,5166,Mickaël Lauret,IVRVLA,26,Chamaois Niortais,Frankreich
29,5163,Raúl Martín,ZMZOM,25,Club Deportivo Tenerife S.A.D.,Spanien
30,5170,Daan Vaesen,IV,23,KRC Genk,Belgien
1,5173,Cuéllar,ZOMZM,24,Tarragona,Spanien
2,5168,Carlos Merino,ZMZDM,24,Numancia,Spanien
3,5172,Laurent Viaud,RZDMZMRM,35,Albacete,Frankreich
4,5166,David López,ZMLM,22,Osasuna,Spanien
5,5161,Paul Wotton,RVZDMRM,27,Plymouth Argyle,England
6,5177,Bertin Tokéné,IVLIBRIV,29,Grenoble Foot 38,Belgien
7,5161,Isaac,MSZM,25,Celta Vigo,Spanien
8,5161,Stefano Bellé,ZDMZMLOM,28,Venedig,Italien
9,5171,Antonio Bellavista,LMRM,26,AS Bari,Italien
10,5162,Martin Dorner,STMS,19,VfB Admira,Österreich
11,5173,Andrea Cossu,STRFL,25,Hellas Verona,Italien
12,5161,Ralf Bucher,RVRIVIV,32,SpVgg Unterhaching,Deutschland
13,5172,Angelo Vaccaro,STMSZOM,23,SpVgg Unterhaching,Italien
14,5163,Alessandro Caruso,LVLZDMLM,24,1.FC Saarbrücken,Deutschland
15,5171,Kevin Amankwaah,RVIV,22,Bristol City,England
16,5171,Dickson Etuhu,ZMZDM,22,Preston North End,England
17,5166,Richard Spong,IVRVRAV,21,D. Stockholm,Schweden
18,5170,Steeve Joseph-Reinette,IVRIV,20,EA Guingamp,Frankreich
19,5169,Norman Loose,IVRIVLIV,24,SpVgg Unterhaching,Deutschland
20,5171,Matthew Clarke,STRFLLFL,23,FC Darlington,England
21,5161,Luís Coentrão,ZOM,27,Gil Vicente,Portugal
22,5161,Henrik Hansen,ZM,25,Esbjerg FB,Dänemark
23,5186,Manuel Belleri,RV,27,Empoli,Italien
24,5165,Meca,RAST,26,Racing Ferrol,Spanien
25,5171,René Schicker,STRFL,20,FC St. Gallen,Österreich
26,5181,Bogdan Aurelian Patrascu,RM,25,Piacenza,Rumänien
27,5171,Martin Fribrock,LMRM,20,Helsingborg IF,Schweden
28,5170,Patrick Funaro,RVIV,20,BSC Young Boys,Italien
29,5164,Petter Wastå,TW,28,Kalmar,Schweden
30,5163,Ambjorn Lennartsson,TW,22,Kalmar,Schweden
1,5175,Søren Larsen,ST,23,D. Stockholm,Dänemark
2,5164,Ulrik Lindkvist,RVRAVRM,23,FC Midtjylland,Dänemark
3,5166,Morten Rasmussen,ST,19,Aarhus GF,Dänemark
4,5163,Nicolai Jørgensen,LM,24,FC Midtjylland,Dänemark
5,5171,Emiliano Tarana,RM,25,Piacenza,Italien
6,5166,Sergio Rojas,STRSRA,30,Grenoble Foot 38,Argentinien
7,5166,Mahamoudou Kere,ZDM,22,SC Charleroi,Burkina Faso
8,5161,Christer Persson,LAVIVLZDM,24,Kalmar,Schweden
9,5167,Thomas Höller,LMLZDMLAV,28,SW Bregenz,Österreich
10,5174,Mario Andrés Armentano,STMS,30,Cordoba,Argentinien
11,5161,Hans Bergh,ZMRM,34,Sundsvall,Schweden
12,5161,Carlos Carneiro,STMS,29,Vitória Guimarπes,Portugal
13,5166,João Fidalgo,LIVIV,30,CD Nacional Funchal,Angola
14,5162,Flávio Meireles,ZM,28,Vitória Guimarπes,Portugal
15,5165,Areias,LVLAVLM,27,FC Porto,Portugal
16,5161,Francesco Nacca,IV,22,Cambridge United,Spanien
17,5171,Paul Bolland,ZMRMRV,24,Nottingham County,England
18,5171,Paul Whitfield,TW,22,AFC Wrexham,Wales
19,5171,Shaun Pejic,IV,21,AFC Wrexham,Wales
20,5171,Nick Culkin,TW,26,Queens Park Rangers,England
21,5161,Jason Fowler,ZOM,30,Torquay United,England
22,5168,Mario Stieglmair,IVLIBLIV,29,SpVgg Unterhaching,Österreich
23,5171,Matthew Hewlett,ZOMZM,28,Swindon Town,England
24,5171,Etienne Shew-Atjon,LAVLV,24,FC Utrecht,Niederlande
25,5169,Thomas Andersson,IVLIB,36,Örebro SK,Schweden
26,5163,Greg Heald,LIBIV,33,FC Rochdale,England
27,5161,Roy O'Brien,ZDMZMIV,29,Yeovil,Republik Irland
28,5161,Che Wilson,RVLVRAV,25,Southend United,England
29,5161,Darren Tinson,LIBIV,34,Shrewsbury,England
30,5161,Jamie McCombe,IV,20,Lincoln City,England
1,5169,Andrew Dawson,LVLAVIV,25,Hull City,England
2,5172,Benjamin Kibebe,RVIVRAV,23,AIK Solna,Schweden
3,5161,Ramon Luijten,ZMRM,23,RBC Roosendaal,Niederlande
4,5161,Mozer,LM,32,Rio Ave FC,Portugal
5,5161,Franco,IV,30,Rio Ave FC,Portugal
6,5161,Ricardo Nascimento,ZMZOM,30,Rio Ave FC,Portugal
7,5171,Sven Vandenbroeck,ZDM,25,Roda JC Kerkrade,Belgien
8,5179,Romain Ferrier,LVIV,28,Ciudad de Murcia,Frankreich
9,5180,Gianluca Lamacchi,LVLAVLM,32,Genoa,Italien
10,5161,Alhandra,LMRMZM,25,Uniπo Leiria,Portugal
11,5171,Ali Boumnijel,TW,38,Tunesien,Tunesien
12,5181,Kewullay Conteh,IV,26,US Palermo,Sierra Leone
13,5161,Lee Steele,ST,31,Leyton Orient,England
14,5173,Mirko Dickhaut,ZDMIV,33,SW Bregenz,Deutschland
15,5080,Akande Ajide,RZOMZOMLZOM,18,Venedig,Laos
16,5075,Razaq Ishola,LAMSRA,20,Venedig,Laos
17,5066,Roberto Previtali,ZMRM,23,Albinoleffe,Italien
18,5067,Demba Diarougara,ZM,26,AS Nancy,Frankreich
19,5074,Mathieu Lafon,ZOM,20,SC Montpellier,Frankreich
20,5072,Joakim Moberg,RARMRV,20,Malmö FF,Schweden
21,5069,Daniel Congré,IV,19,FC Toulouse,Frankreich
22,5080,Rudy Carlier,ZM,18,RC Strasburg,Frankreich
23,5073,Gaëtan Krebs,ZDM,18,RC Strasburg,Frankreich
24,5069,Idriss Ech-Chergui,ST,19,AS St.Etienne,Frankreich
25,5072,Jérémy Clément,ZM,20,Olympique Lyon,Frankreich
26,5068,Christophe Caldeirinha,ST,20,FC Istres,Frankreich
27,5073,Younes Kaboul,IV,18,AJ Auxerre,Frankreich
28,5065,Mauro Bianchi,LVLIV,24,U.S. Triestina,Italien
29,5070,Joel Arturo Morales,IV,24,Monterrey,Mexiko
30,5060,Vincenzo Aridità,TW,19,Pescara,Italien
1,5065,Carlos Oliveira,RM,25,F.C. Penafiel,Portugal
2,5063,Nuno Silva,IVLV,28,F.C. Penafiel,Portugal
3,5065,Vincent Vandekerckhove,TW,19,KV Oostende,Belgien
4,5075,Gareth Seddon,ST,24,Rushden + Diamonds,England
5,5070,Sonny Ball,RVLV,19,Wycombe Wanderers,England
6,5071,Moktar Mangane,IV,21,FC Metz,Senegal
7,5086,Daniele Vantaggiato,RSMSST,19,Crotone,Italien
8,5070,Armando Vara,LVLM,28,Morelia,Mexiko
9,5069,Alejandro Vela,ZOMMS,20,Guadalajara,Mexiko
10,5066,Jamie Rewbury,MSIVST,18,Swansea City,Wales
11,5065,Scott Wiseman,RVIV,18,Hull City,England
12,5069,Marc Clamy,LDM,19,Raa Louviéroise,Frankreich
13,5072,Patrik Amoah,ST,18,D. Stockholm,Schweden
14,5060,David Mohl,ZMZOM,19,VfB Admira,Ungarn
15,5075,Julien Daniel,MSRAST,20,Stade Laval,Frankreich
16,5070,Nicola Mariniello,ZMRMLM,27,Catania,Italien
17,5068,Michael Krohn-Deli,RMRZMROM,21,RKC Waalwijk,Dänemark
18,5060,Badradine Belloumou,IVRIV,20,CS Sedan,Frankreich
19,5070,Rene Gartler,ST,18,Rapid Wien,Österreich
20,5060,Giuseppe De Feudis,LZMLDM,21,Cesena,Italien
21,5060,Roberto Biserni,RZDMRZM,25,Cesena,Italien
22,5060,Angelo Rea,IVRIV,22,Cesena,Italien
23,5060,Riccardo Bocchini,IVRVLV,32,Cesena,Italien
24,5060,Marco Ambrogioni,RIVRV,29,Cesena,Italien
25,5060,Giacomo Bacciaglia,TW,19,Cesena,Italien
26,5070,Paolo Scotti,RIVRV,35,Arezzo,Italien
27,5078,Giovanni Proietti,TW,27,Arezzo,Italien
28,5061,Joaquín Hernández,LVRVZM,33,Sinaloa,Mexiko
29,5060,Ahn D. H.,LDM,27,Gwangju Sangmu Phoenix,"Korea, Republik"
30,5060,Kim D. W.,LM,26,Gwangju Sangmu Phoenix,"Korea, Republik"
1,5070,Jaime Ruíz,LMRM,28,Sinaloa,Mexiko
2,5065,Kalle Ljungberg,MS,19,Sundsvall,Äthiopien
3,5060,Justice Christopher,ZDMZMRM,25,Trelleborgs,Nigeria
4,5079,Adnan Alisic,ZOMRZOMMS,20,FC Utrecht,Niederlande
5,5060,Abasse Ba,IV,28,Dijon Football Côte-d'Or,Senegal
6,5060,Alexis Rouquette,ST,24,CS Sedan,Frankreich
7,5077,Alfredo Talavera,TW,22,Guadalajara,Mexiko
8,5071,Guillaume Hoarau,STLS,20,Le Havre,Frankreich
9,5067,Miguel Hernández,ZDMLZMZM,31,Veracruz,Mexiko
10,5070,Carlos Alberto Ramírez,STMS,27,Atlante,Mexiko
11,5072,Óscar Maturín,RVIV,25,Atlante,Mexiko
12,5060,Robbie Arthur,RZOMZOMRA,18,Livingston,Schottland
13,5076,Chris Hegarty,ZM,20,Dundee,Schottland
14,5068,Luke Vercollone,ZMRMLM,22,New England Rev.,USA
15,5060,John Jensen,ZDMIV,27,Randers,Dänemark
16,5060,Peter Hansen,LVLM,22,Herfolge BK,Dänemark
17,5064,Christian Nielsen,ZMIVRV,20,Herfolge BK,Dänemark
18,5060,Tommy Markussen,IVRV,20,Randers,Dänemark
19,5060,Kim M. J.,LV,19,Pohang Steelers,"Korea, Republik"
20,5063,Michael Erush,RVRAV,21,Colorado Rapids,USA
21,5060,Cédric Ouattara,STMSRA,20,FC Lorient,Frankreich
22,5070,Ty Maurin,ZDM,22,Dallas Burn,USA
23,5060,Amado Israel López,RV,23,U.N.A.M.,Mexiko
24,5070,Derek Duncan,ZM,17,Leyton Orient,England
25,5060,Patrick Wunderbaldinger,LMLFL,21,VfB Admira,Österreich
26,5065,Michael Gspurning,TW,23,FC Superfund Pasching,Österreich
27,5066,Daniel Agger,IVLV,19,Brondby IF,Dänemark
28,5063,Rune Hansen,IVZDM,19,Aarhus GF,Dänemark
29,5060,Jurgen Delrue,ST,19,KV Oostende,Belgien
30,5070,Tom Coudeville,ZM,19,KV Oostende,Belgien
1,5062,Thomas Raun,MS,20,Silkeborg,Dänemark
2,5060,Lasse Jørgensen,TW,20,Silkeborg,Dänemark
3,5062,Michael Laursen,ST,26,Randers,Dänemark
4,5062,Søren Holdgaard,ZM,25,Randers,Dänemark
5,5060,Anders Clausen,MS,26,Silkeborg,Dänemark
6,5071,Stefan Hoffmann,ZDMZM,20,Rot-Weiss Essen,Deutschland
7,5071,Gustave Bahoken,ZDMLZDM,25,Kamerun,Kamerun
8,5081,Simone Dallamano,IV,20,Brescia,Italien
9,5075,Paolo Sammarco,ZM,21,Chievo Verona,Italien
10,5082,Luigi Della Rocca,ST,20,Bologna,Italien
11,5074,Emanuele Concetti,TW,26,AC Perugia,Italien
12,5063,Danny Guyt,LMZM,23,RBC Roosendaal,Niederlande
13,5070,Fabio Firmani,RMZMZDM,26,Catania,Italien
14,5060,Raffaele Longo,LMRM,27,Salernitana,Italien
15,5060,Umberto Improta,ST,20,Salernitana,Italien
16,5070,Curro Vacas,ZM,24,Racing Ferrol,Spanien
17,5060,Abass Muyiwa Lawal,RMZMST,24,Albacete,Nigeria
18,5064,David Franch,ZDMRM,26,Racing Ferrol,Spanien
19,5065,Manolo,RM,24,Tarragona,Spanien
20,5065,Bruno Saltor,RM,24,UE Lleida,Spanien
21,5060,Sergio Rodríguez,ZOM,26,UE Lleida,Spanien
22,5068,Marcus Sahlman,TW,19,Halmstads BK,Schweden
23,5070,Jari Ilola,ZDMZOMZM,25,Elfsborg Boras,Finnland
24,5075,Martin Wild,ZM,26,Schaffhausen,Schweiz
25,5067,Toti Ríos,ZMRMLM,22,Almeria,Argentinien
26,5060,Stewart Drummond,RMZMZOM,28,Chester,England
27,5060,Leon Hylton,LV,31,Swansea City,England
28,5070,Adrián Cortés,LAVLFL,20,Cruz Azul,Mexiko
29,5070,Marvin Cabrera,ZDMZM,24,Cruz Azul,Mexiko
30,5076,Edgar González,MSSTZOM,24,América,Mexiko
1,5070,Mark Jan Fledderus,RAVRDMRZDM,19,FC Groningen,Niederlande
2,5060,Martin Hudec,LDM,22,Sigma Olomouc,Tschechische Repub.
3,5069,Jos Hooiveld,LMLAVLDM,21,SC Heerenveen,Niederlande
4,5070,Michael Modubi,ZDM,19,VC Westerlo,Südafrika
5,5069,Andrea Tagliaferri,ZDM,26,Piacenza,Italien
6,5070,Kim Y. G.,LIVLAV,25,Ulsan Hyundai Horang,"Korea, Republik"
7,5060,Julian Leidl,RMLM,19,SV Mattersburg,Österreich
8,5060,David McGurk,IVRIVRV,22,FC Darlington,England
9,5085,Juan Pablo Alfaro,IV,25,Guadalajara,Mexiko
10,5088,Carlos Infante,LMLAV,22,Veracruz,Mexiko
11,5063,Lorenzo Rossetti,LMZMRM,24,Cesena,Italien
12,5072,Julien Rantier,LFLST,21,Vicenza Calcio,Frankreich
13,5076,Marco Rigoni,ZOMMS,24,U.S. Triestina,Italien
14,5080,Pavel Zbozinek,ZMRM,30,Sigma Olomouc,Tschechische Repub.
15,5080,Michal Sevela,ZMRZM,24,Sigma Olomouc,Tschechische Repub.
16,5070,Gino Coutinho,TW,22,Vitesse Arnheim,Niederlande
17,5060,Thomas Burgstaller,IVLIB,24,Rapid Wien,Österreich
18,5060,Alessandro Furtado,ZOMMS,21,Clermont Foot Auvergne,Brasilien
19,5070,Alexander Huber,ZMRMRZM,19,Eintracht Frankfurt,Deutschland
20,5070,Daniele Gastaldello,RVIV,21,Crotone,Italien
21,5070,Massimo Donzella,ZM,22,FC Treviso,Italien
22,5070,Marcello Cottafava,RVLV,27,FC Treviso,Italien
23,5070,Luigi Lavecchia,ZMZDMRM,23,Messina Calcio,Italien
24,5070,Mirco Poloni,ZM,30,Albinoleffe,Italien
25,5075,Edoardo Gorini,RVIV,30,Albinoleffe,Italien
26,5070,Colombo A.,ZM,30,Albinoleffe,Italien
27,5082,Jason Oost,STMSRFL,21,RKC Waalwijk,Niederlande
28,5070,Yousef Fakhro,IV,21,Trelleborgs,Schweden
29,5070,Fredrik Samuelsson,RVIV,23,Örebro SK,Schweden
30,5060,Baskim Ziberi,ZMZOM,20,FC Nordsjælland,Dänemark
1,5060,Alberto Maria Fontana,TW,29,Turin,Italien
2,5073,Hannu Haarala,RZDMROMRDM,23,SC Heerenveen,Finnland
3,5070,Pascal Kurz,TW,21,Rot-Weiss Essen,Deutschland
4,5071,Mattias Kronvall,RVIV,27,Trelleborgs,Schweden
5,5070,Tony Carss,RMZM,28,Huddersfield Town,England
6,5066,Blin,RVRAV,25,Sporting Gijón,Spanien
7,5060,Paolo Cristallini,LMZM,33,Vicenza Calcio,Italien
8,5070,Daniyel Cimen,RMRAVZM,19,Eintracht Frankfurt,Deutschland
9,5060,Thomas Levaux,TW,24,US Creteil,Frankreich
10,5060,José,RV,23,Xerez,Spanien
11,5067,Youssef El-Akchaoui,LVLAVLDM,23,ADO Den Haag,Marokko
12,5067,Marco Laping,ZMRZM,26,1.FC Saarbrücken,Deutschland
13,5080,Gianluca Pegolo,TW,23,Hellas Verona,Italien
14,5060,Juan Jesús,ZDM,27,Pontevedra,Spanien
15,5071,Vitangelo Spadavecchia,TW,21,AS Bari,Italien
16,5070,Stefano Morrone,LMZM,25,US Palermo,Italien
17,5076,Ivica Majstorovic,ZDMIVRV,23,SpVgg Unterhaching,Deutschland
18,5072,Bruno Custos,ZDMRMRAV,27,SpVgg Unterhaching,Frankreich
19,5070,Stefan Kogler,IVRV,24,VfB Admira,Österreich
20,5070,Mickey Bell,LAVLV,32,Bristol City,England
21,5080,Mark Jones,ZMZDMRV,24,AFC Wrexham,Wales
22,5080,Sergio,ZOMMSST,23,Roda JC Kerkrade,Brasilien
23,5080,Gernot Messner,LM,23,Austria Salzburg,Österreich
24,5069,Martin Lejsal,TW,22,Venedig,Tschechische Repub.
25,5071,Mario Kienzl,STLSRS,20,SK Sturm Graz,Österreich
26,5060,Henrik Rydstrom,ZDMZMRM,28,Kalmar,Schweden
27,5061,John Dyring,LMLFL,21,Viborg FF,Dänemark
28,5070,Thierno Bah,ZDMST,22,Servette FC,Guinea
29,5060,Ralph Geiger,RVRMRZDM,32,SW Bregenz,Österreich
30,5060,Fredrik Nordback,ZMRM,25,Örebro SK,Schweden
1,5075,Tixier,ZDMIV,24,A. Académica de Coimbra,Frankreich
2,5070,Kristoffer Arvhage,IVZDM,26,Aalborg BK,Schweden
3,5060,Kevin Sharp,LVLAV,30,Scunthorpe United,England
4,5070,Micky Cummins,RMZMRAV,26,FC Port Vale,Republik Irland
5,5070,Terry Fleming,ZOMZM,31,Grimsby Town,England
6,5070,Andrew Duncan,IVRV,26,Cambridge United,England
7,5060,Craig Faulconbridge,ST,26,Wycombe Wanderers,England
8,5073,Chris MacKenzie,TW,32,Chester,England
9,5060,Scott McNiven,RVRAV,26,Mansfield Town,Schottland
10,5066,Mark Gower,ZMZDM,26,Southend United,England
11,5070,Jonas Lundén,ROMRAMS,23,Elfsborg Boras,Schweden
12,5077,Pablo Sanz,ZDM,31,Numancia,Spanien
13,5060,Nicolas Goussé,ST,28,EA Guingamp,Frankreich
14,5060,Ali Gibb,RAVRV,28,Bristol Rovers,England
15,5070,Matt Robinson,LAVLVLM,29,Oxford United,England
16,5070,Marco Reich,RMRFLMS,26,Derby County,Deutschland
17,4969,Alessandro Dal Canto,RVIV,29,Catanzaro,Italien
18,4968,Alessandro Diamanti,RM,21,Albinoleffe,Italien
19,4971,Giannis Baltimas,TW,30,Paniliakos,Griechenland
20,4975,Nikos Medis,ZM,21,Paniliakos,Griechenland
21,4967,Mohamed Chakouri,IV,18,SC Montpellier,Frankreich
22,4969,Christophe Mandanne,ST,19,Le Havre,Frankreich
23,4964,Steve Mandanda,TW,19,Le Havre,"Kongo, DR"
24,4967,Nasser Menassel,ZM,21,Grenoble Foot 38,Frankreich
25,4964,Wilson Sanches-Leal,ZM,19,US Creteil,Portugal
26,4971,Mickaël Niçoise,ST,20,SC Amiens,Frankreich
27,4969,Yazid Kaïssi,ZOMZM,23,RC Lens,Frankreich
28,4969,Lee Frecklington,ZM,18,Lincoln City,England
29,4971,Romain Trouche,IV,18,FC Istres,Frankreich
30,4971,Jonathan Orozco,TW,20,Monterrey,Mexiko
1,4972,Hugo Eduardo Meléndez,RMZM,20,Monterrey,Mexiko
2,4965,Carlos Ayala,MS,27,Tecos UAG,Mexiko
3,4967,Messias,ZDM,20,F.C. Penafiel,Brasilien
4,4962,Paulo Alves,ST,34,Gil Vicente,Portugal
5,4960,Tito,LV,32,Moreirense FC,Portugal
6,4960,Zé Gomes,RV,28,Rio Ave FC,Portugal
7,4959,Henrik Smedegaard,IVZOM,19,FC Midtjylland,Dänemark
8,4979,Lee Worgan,TW,20,Rushden + Diamonds,Wales
9,4970,Magnus,ZM,18,Rushden + Diamonds,England
10,4967,Tim Velten,ST,18,FC Twente,Haiti
11,4974,Dionisis Theodorakopoulos,TW,21,Paniliakos,Griechenland
12,4963,Martin Mikkelsen,LMLAVZM,18,Aarhus GF,Dänemark
13,4988,Abdoulay Konko,LVLIVLAV,20,Crotone,Frankreich
14,4971,Ricardo Jiménez,LVLFLRV,21,Puebla,Mexiko
